4000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0.9577134610300506
4019.2053,860.60846,394.82462,394.82462,394.82462,394.82462,394.82462,394.82462,394.82462,394.82462,,0.8663704806055045
2993.4011,211.56055,397.4058,397.4058,397.4058,397.4058,397.4058,397.4058,397.4058,,,0.7956084893324679
2819.313,439.46658,396.64105,396.64105,396.64105,396.64105,396.64105,396.64105,,,,0.7566500354596538
2451.8894,478.69025,394.63986,394.63986,394.63986,394.63986,394.63986,,,,,0.6748968107365365
2019.3978,448.23022,392.7919,392.7919,392.7919,392.7919,,,,,,0.5377717267419275
1415.0848,207.44365,402.54706,402.54706,402.54706,,,,,,,0.45995252378329476
1261.3446,468.18454,396.58002,396.58002,,,,,,,,0.3304233351672156
774.0597,372.7046,401.3551,,,,,,,,,0.04056771149661744
466.84824,466.84824,,,,,,,,,,-0.5643984823684906
